prefecture_code,target_variable,predictor_variable,frequency_band,applied_lag_days,lag_source
JP-45,cases,t2m_std_anom,trend,0,selected_on_training_period
JP-45,cases,tp,trend,0,selected_on_training_period
JP-45,cases,w2c_event,trend,0,selected_on_training_period
JP-45,cases,w2c_transition_intensity,trend,0,selected_on_training_period
JP-45,incidence_per_100k,ah,annual,0,selected_on_training_period
JP-45,incidence_per_100k,c2w_event,annual,0,constant_predictor_default_zero
JP-45,incidence_per_100k,c2w_transition_intensity,annual,0,constant_predictor_default_zero
JP-45,incidence_per_100k,nw_wind,annual,6,selected_on_training_period
JP-45,incidence_per_100k,rh,annual,0,selected_on_training_period
JP-45,incidence_per_100k,t2m,annual,0,selected_on_training_period
JP-45,incidence_per_100k,t2m_std_anom,annual,0,selected_on_training_period
JP-45,incidence_per_100k,tp,annual,13,selected_on_training_period
JP-45,incidence_per_100k,w2c_event,annual,0,constant_predictor_default_zero
JP-45,incidence_per_100k,w2c_transition_intensity,annual,0,constant_predictor_default_zero
JP-45,incidence_per_100k,ah,high_frequency,11,selected_on_training_period
JP-45,incidence_per_100k,c2w_event,high_frequency,9,selected_on_training_period
JP-45,incidence_per_100k,c2w_transition_intensity,high_frequency,9,selected_on_training_period
JP-45,incidence_per_100k,nw_wind,high_frequency,2,selected_on_training_period
JP-45,incidence_per_100k,rh,high_frequency,1,selected_on_training_period
JP-45,incidence_per_100k,t2m,high_frequency,7,selected_on_training_period
JP-45,incidence_per_100k,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-45,incidence_per_100k,tp,high_frequency,1,selected_on_training_period
JP-45,incidence_per_100k,w2c_event,high_frequency,2,selected_on_training_period
JP-45,incidence_per_100k,w2c_transition_intensity,high_frequency,2,selected_on_training_period
JP-45,incidence_per_100k,ah,interannual,0,selected_on_training_period
JP-45,incidence_per_100k,c2w_event,interannual,0,selected_on_training_period
JP-45,incidence_per_100k,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-45,incidence_per_100k,nw_wind,interannual,0,selected_on_training_period
JP-45,incidence_per_100k,rh,interannual,0,selected_on_training_period
JP-45,incidence_per_100k,t2m,interannual,0,selected_on_training_period
JP-45,incidence_per_100k,t2m_std_anom,interannual,0,selected_on_training_period
JP-45,incidence_per_100k,tp,interannual,0,selected_on_training_period
JP-45,incidence_per_100k,w2c_event,interannual,0,selected_on_training_period
JP-45,incidence_per_100k,w2c_transition_intensity,interannual,0,selected_on_training_period
JP-45,incidence_per_100k,ah,seasonal_subannual,30,selected_on_training_period
JP-45,incidence_per_100k,c2w_event,seasonal_subannual,27,selected_on_training_period
JP-45,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,0,selected_on_training_period
JP-45,incidence_per_100k,nw_wind,seasonal_subannual,6,selected_on_training_period
JP-45,incidence_per_100k,rh,seasonal_subannual,4,selected_on_training_period
JP-45,incidence_per_100k,t2m,seasonal_subannual,30,selected_on_training_period
JP-45,incidence_per_100k,t2m_std_anom,seasonal_subannual,30,selected_on_training_period
JP-45,incidence_per_100k,tp,seasonal_subannual,8,selected_on_training_period
JP-45,incidence_per_100k,w2c_event,seasonal_subannual,0,selected_on_training_period
JP-45,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,0,selected_on_training_period
JP-45,incidence_per_100k,ah,semiannual,30,selected_on_training_period
JP-45,incidence_per_100k,c2w_event,semiannual,0,constant_predictor_default_zero
JP-45,incidence_per_100k,c2w_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-45,incidence_per_100k,nw_wind,semiannual,6,selected_on_training_period
JP-45,incidence_per_100k,rh,semiannual,0,selected_on_training_period
JP-45,incidence_per_100k,t2m,semiannual,14,selected_on_training_period
JP-45,incidence_per_100k,t2m_std_anom,semiannual,0,selected_on_training_period
JP-45,incidence_per_100k,tp,semiannual,15,selected_on_training_period
JP-45,incidence_per_100k,w2c_event,semiannual,0,constant_predictor_default_zero
JP-45,incidence_per_100k,w2c_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-45,incidence_per_100k,ah,subseasonal,18,selected_on_training_period
JP-45,incidence_per_100k,c2w_event,subseasonal,5,selected_on_training_period
JP-45,incidence_per_100k,c2w_transition_intensity,subseasonal,5,selected_on_training_period
JP-45,incidence_per_100k,nw_wind,subseasonal,21,selected_on_training_period
JP-45,incidence_per_100k,rh,subseasonal,11,selected_on_training_period
JP-45,incidence_per_100k,t2m,subseasonal,19,selected_on_training_period
JP-45,incidence_per_100k,t2m_std_anom,subseasonal,18,selected_on_training_period
JP-45,incidence_per_100k,tp,subseasonal,9,selected_on_training_period
JP-45,incidence_per_100k,w2c_event,subseasonal,9,selected_on_training_period
JP-45,incidence_per_100k,w2c_transition_intensity,subseasonal,19,selected_on_training_period
JP-45,incidence_per_100k,ah,trend,0,selected_on_training_period
JP-45,incidence_per_100k,c2w_event,trend,0,selected_on_training_period
JP-45,incidence_per_100k,c2w_transition_intensity,trend,0,selected_on_training_period
JP-45,incidence_per_100k,nw_wind,trend,0,selected_on_training_period
JP-45,incidence_per_100k,rh,trend,0,selected_on_training_period
JP-45,incidence_per_100k,t2m,trend,0,selected_on_training_period
JP-45,incidence_per_100k,t2m_std_anom,trend,0,selected_on_training_period
JP-45,incidence_per_100k,tp,trend,0,selected_on_training_period
JP-45,incidence_per_100k,w2c_event,trend,0,selected_on_training_period
JP-45,incidence_per_100k,w2c_transition_intensity,trend,0,selected_on_training_period
JP-46,cases,ah,annual,0,selected_on_training_period
JP-46,cases,c2w_event,annual,0,selected_on_training_period
JP-46,cases,c2w_transition_intensity,annual,0,selected_on_training_period
JP-46,cases,nw_wind,annual,7,selected_on_training_period
JP-46,cases,rh,annual,7,selected_on_training_period
JP-46,cases,t2m,annual,0,selected_on_training_period
JP-46,cases,t2m_std_anom,annual,0,selected_on_training_period
JP-46,cases,tp,annual,30,selected_on_training_period
JP-46,cases,w2c_event,annual,0,selected_on_training_period
JP-46,cases,w2c_transition_intensity,annual,0,selected_on_training_period
JP-46,cases,ah,high_frequency,14,selected_on_training_period
JP-46,cases,c2w_event,high_frequency,8,selected_on_training_period
JP-46,cases,c2w_transition_intensity,high_frequency,9,selected_on_training_period
JP-46,cases,nw_wind,high_frequency,11,selected_on_training_period
JP-46,cases,rh,high_frequency,10,selected_on_training_period
JP-46,cases,t2m,high_frequency,5,selected_on_training_period
JP-46,cases,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-46,cases,tp,high_frequency,7,selected_on_training_period
JP-46,cases,w2c_event,high_frequency,4,selected_on_training_period
JP-46,cases,w2c_transition_intensity,high_frequency,4,selected_on_training_period
JP-46,cases,ah,interannual,0,selected_on_training_period
JP-46,cases,c2w_event,interannual,0,selected_on_training_period
JP-46,cases,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-46,cases,nw_wind,interannual,0,selected_on_training_period
JP-46,cases,rh,interannual,0,selected_on_training_period
JP-46,cases,t2m,interannual,0,selected_on_training_period
JP-46,cases,t2m_std_anom,interannual,0,selected_on_training_period
JP-46,cases,tp,interannual,0,selected_on_training_period
JP-46,cases,w2c_event,interannual,0,selected_on_training_period
JP-46,cases,w2c_transition_intensity,interannual,0,selected_on_training_period
JP-46,cases,ah,seasonal_subannual,0,selected_on_training_period
JP-46,cases,c2w_event,seasonal_subannual,18,selected_on_training_period
JP-46,cases,c2w_transition_intensity,seasonal_subannual,21,selected_on_training_period
JP-46,cases,nw_wind,seasonal_subannual,10,selected_on_training_period
JP-46,cases,rh,seasonal_subannual,3,selected_on_training_period
JP-46,cases,t2m,seasonal_subannual,1,selected_on_training_period
JP-46,cases,t2m_std_anom,seasonal_subannual,2,selected_on_training_period
JP-46,cases,tp,seasonal_subannual,3,selected_on_training_period
JP-46,cases,w2c_event,seasonal_subannual,8,selected_on_training_period
JP-46,cases,w2c_transition_intensity,seasonal_subannual,7,selected_on_training_period
JP-46,cases,ah,semiannual,0,selected_on_training_period
JP-46,cases,c2w_event,semiannual,0,constant_predictor_default_zero
JP-46,cases,c2w_transition_intensity,semiannual,13,selected_on_training_period
JP-46,cases,nw_wind,semiannual,10,selected_on_training_period
JP-46,cases,rh,semiannual,1,selected_on_training_period
JP-46,cases,t2m,semiannual,20,selected_on_training_period
JP-46,cases,t2m_std_anom,semiannual,0,selected_on_training_period
JP-46,cases,tp,semiannual,27,selected_on_training_period
JP-46,cases,w2c_event,semiannual,0,constant_predictor_default_zero
JP-46,cases,w2c_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-46,cases,ah,subseasonal,0,selected_on_training_period
JP-46,cases,c2w_event,subseasonal,19,selected_on_training_period
JP-46,cases,c2w_transition_intensity,subseasonal,4,selected_on_training_period
JP-46,cases,nw_wind,subseasonal,2,selected_on_training_period
JP-46,cases,rh,subseasonal,6,selected_on_training_period
JP-46,cases,t2m,subseasonal,0,selected_on_training_period
JP-46,cases,t2m_std_anom,subseasonal,0,selected_on_training_period
JP-46,cases,tp,subseasonal,21,selected_on_training_period
JP-46,cases,w2c_event,subseasonal,8,selected_on_training_period
JP-46,cases,w2c_transition_intensity,subseasonal,8,selected_on_training_period
JP-46,cases,ah,trend,0,selected_on_training_period
JP-46,cases,c2w_event,trend,0,selected_on_training_period
JP-46,cases,c2w_transition_intensity,trend,0,selected_on_training_period
JP-46,cases,nw_wind,trend,0,selected_on_training_period
JP-46,cases,rh,trend,0,selected_on_training_period
JP-46,cases,t2m,trend,0,selected_on_training_period
JP-46,cases,t2m_std_anom,trend,0,selected_on_training_period
JP-46,cases,tp,trend,0,selected_on_training_period
JP-46,cases,w2c_event,trend,0,selected_on_training_period
JP-46,cases,w2c_transition_intensity,trend,0,selected_on_training_period
JP-46,incidence_per_100k,ah,annual,0,selected_on_training_period
JP-46,incidence_per_100k,c2w_event,annual,0,selected_on_training_period
JP-46,incidence_per_100k,c2w_transition_intensity,annual,0,selected_on_training_period
JP-46,incidence_per_100k,nw_wind,annual,7,selected_on_training_period
JP-46,incidence_per_100k,rh,annual,7,selected_on_training_period
JP-46,incidence_per_100k,t2m,annual,0,selected_on_training_period
JP-46,incidence_per_100k,t2m_std_anom,annual,0,selected_on_training_period
JP-46,incidence_per_100k,tp,annual,30,selected_on_training_period
JP-46,incidence_per_100k,w2c_event,annual,0,selected_on_training_period
JP-46,incidence_per_100k,w2c_transition_intensity,annual,0,selected_on_training_period
JP-46,incidence_per_100k,ah,high_frequency,14,selected_on_training_period
JP-46,incidence_per_100k,c2w_event,high_frequency,8,selected_on_training_period
JP-46,incidence_per_100k,c2w_transition_intensity,high_frequency,9,selected_on_training_period
JP-46,incidence_per_100k,nw_wind,high_frequency,11,selected_on_training_period
JP-46,incidence_per_100k,rh,high_frequency,10,selected_on_training_period
JP-46,incidence_per_100k,t2m,high_frequency,12,selected_on_training_period
JP-46,incidence_per_100k,t2m_std_anom,high_frequency,0,constant_predictor_default_zero
JP-46,incidence_per_100k,tp,high_frequency,7,selected_on_training_period
JP-46,incidence_per_100k,w2c_event,high_frequency,4,selected_on_training_period
JP-46,incidence_per_100k,w2c_transition_intensity,high_frequency,4,selected_on_training_period
JP-46,incidence_per_100k,ah,interannual,0,selected_on_training_period
JP-46,incidence_per_100k,c2w_event,interannual,0,selected_on_training_period
JP-46,incidence_per_100k,c2w_transition_intensity,interannual,0,selected_on_training_period
JP-46,incidence_per_100k,nw_wind,interannual,0,selected_on_training_period
JP-46,incidence_per_100k,rh,interannual,0,selected_on_training_period
JP-46,incidence_per_100k,t2m,interannual,0,selected_on_training_period
JP-46,incidence_per_100k,t2m_std_anom,interannual,0,selected_on_training_period
JP-46,incidence_per_100k,tp,interannual,0,selected_on_training_period
JP-46,incidence_per_100k,w2c_event,interannual,0,selected_on_training_period
JP-46,incidence_per_100k,w2c_transition_intensity,interannual,0,selected_on_training_period
JP-46,incidence_per_100k,ah,seasonal_subannual,1,selected_on_training_period
JP-46,incidence_per_100k,c2w_event,seasonal_subannual,18,selected_on_training_period
JP-46,incidence_per_100k,c2w_transition_intensity,seasonal_subannual,20,selected_on_training_period
JP-46,incidence_per_100k,nw_wind,seasonal_subannual,7,selected_on_training_period
JP-46,incidence_per_100k,rh,seasonal_subannual,3,selected_on_training_period
JP-46,incidence_per_100k,t2m,seasonal_subannual,1,selected_on_training_period
JP-46,incidence_per_100k,t2m_std_anom,seasonal_subannual,2,selected_on_training_period
JP-46,incidence_per_100k,tp,seasonal_subannual,4,selected_on_training_period
JP-46,incidence_per_100k,w2c_event,seasonal_subannual,10,selected_on_training_period
JP-46,incidence_per_100k,w2c_transition_intensity,seasonal_subannual,30,selected_on_training_period
JP-46,incidence_per_100k,ah,semiannual,0,selected_on_training_period
JP-46,incidence_per_100k,c2w_event,semiannual,0,constant_predictor_default_zero
JP-46,incidence_per_100k,c2w_transition_intensity,semiannual,18,selected_on_training_period
JP-46,incidence_per_100k,nw_wind,semiannual,10,selected_on_training_period
JP-46,incidence_per_100k,rh,semiannual,3,selected_on_training_period
JP-46,incidence_per_100k,t2m,semiannual,21,selected_on_training_period
JP-46,incidence_per_100k,t2m_std_anom,semiannual,0,selected_on_training_period
JP-46,incidence_per_100k,tp,semiannual,29,selected_on_training_period
JP-46,incidence_per_100k,w2c_event,semiannual,0,constant_predictor_default_zero
JP-46,incidence_per_100k,w2c_transition_intensity,semiannual,0,constant_predictor_default_zero
JP-46,incidence_per_100k,ah,subseasonal,20,selected_on_training_period
JP-46,incidence_per_100k,c2w_event,subseasonal,0,selected_on_training_period
JP-46,incidence_per_100k,c2w_transition_intensity,subseasonal,4,selected_on_training_period
JP-46,incidence_per_100k,nw_wind,subseasonal,2,selected_on_training_period
JP-46,incidence_per_100k,rh,subseasonal,2,selected_on_training_period
JP-46,incidence_per_100k,t2m,subseasonal,12,selected_on_training_period
JP-46,incidence_per_100k,t2m_std_anom,subseasonal,0,selected_on_training_period
JP-46,incidence_per_100k,tp,subseasonal,2,selected_on_training_period
JP-46,incidence_per_100k,w2c_event,subseasonal,3,selected_on_training_period
JP-46,incidence_per_100k,w2c_transition_intensity,subseasonal,9,selected_on_training_period
JP-46,incidence_per_100k,ah,trend,0,selected_on_training_period
JP-46,incidence_per_100k,c2w_event,trend,0,selected_on_training_period
JP-46,incidence_per_100k,c2w_transition_intensity,trend,0,selected_on_training_period
JP-46,incidence_per_100k,nw_wind,trend,0,selected_on_training_period
JP-46,incidence_per_100k,rh,trend,0,selected_on_training_period
JP-46,incidence_per_100k,t2m,trend,0,selected_on_training_period
JP-46,incidence_per_100k,t2m_std_anom,trend,0,selected_on_training_period
JP-46,incidence_per_100k,tp,trend,0,selected_on_training_period
